Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
6006,42529,10/10/2010,Low,48,"$2,996.93 ",4,Regular Air,"$1,060.87 ",$60.22 ,$3.50 ,Bobby Elias,Quebec,Quebec,Small Business,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Small Box,0.57,10/14/2010
6095,43200,7/31/2010,Not Specified,3,$554.32 ,1,Regular Air,($62.13),$172.99 ,$19.99 ,Sara Luxemburg,Quebec,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,Ibico EB-19 Dual Function Manual Binding System,Small Box,0.39,8/1/2010
6096,43200,7/31/2010,Not Specified,15,"$1,073.57 ",4,Regular Air,($305.97),$85.99 ,$0.99 ,Sara Luxemburg,Quebec,Quebec,Small Business,Technology,Telephones and Communication,Accessory4,Wrap Bag,0.85,8/1/2010
6150,43553,5/14/2009,Not Specified,29,$143.29 ,5,Regular Air,($55.54),$4.98 ,$4.72 ,Bart Folk,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 1949,Small Box,0.36,5/15/2009
6217,44033,1/10/2012,Critical,45,"$5,811.97 ",3,Delivery Truck,($434.15),$124.49 ,$51.94 ,Keith Herrera,Quebec,Quebec,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,1/12/2012
6223,44065,7/3/2010,Low,23,"$1,914.16 ",1,Delivery Truck,$128.43 ,$80.97 ,$33.60 ,Keith Herrera,Quebec,Quebec,Small Business,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Jumbo Drum,0.37,7/10/2010
6299,44583,10/4/2009,Low,21,$315.07 ,2,Regular Air,$95.00 ,$14.20 ,$5.30 ,Deanra Eno,Quebec,Quebec,Corporate,Furniture,Office Furnishings,Coloredge Poster Frame,Wrap Bag,0.46,10/6/2009
6353,45030,7/24/2010,High,1,$18.16 ,3,Regular Air,($7.25),$12.28 ,$6.13 ,Giulietta Dortch,Quebec,Quebec,Consumer,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Small Box,0.57,7/26/2010
6487,46177,12/5/2010,Low,13,"$11,169.95 ",7,Regular Air,"$3,982.22 ",$896.99 ,$19.99 ,Rick Duston,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL300 Electric Binding System,Small Box,0.38,12/5/2010
6512,46341,12/17/2009,High,23,$39.13 ,10,Regular Air,($23.14),$1.68 ,$1.57 ,Astrea Jones,Quebec,Quebec,Corporate,Office Supplies,Pens & Art Supplies,Newell 323,Wrap Bag,0.59,12/18/2009
6513,46368,4/24/2012,High,48,$166.13 ,0,Regular Air,($119.16),$3.28 ,$3.97 ,Cynthia Voltz,Quebec,Quebec,Corporate,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag,0.56,4/26/2012
6541,46531,8/21/2011,Low,17,"$3,064.66 ",1,Regular Air,$447.34 ,$205.99 ,$2.79 ,Chuck Sachs,Quebec,Quebec,Consumer,Technology,Telephones and Communication,ELITE Series,Small Box,0.58,8/26/2011
6608,47012,5/13/2010,Low,35,$584.42 ,8,Express Air,($97.21),$16.99 ,$8.99 ,Michael Oakman,Quebec,Quebec,Small Business,Office Supplies,Pens & Art Supplies,Berol Giant Pencil Sharpener,Small Pack,0.56,5/17/2010
6619,47106,10/25/2011,Medium,37,"$2,192.63 ",5,Regular Air,$660.06 ,$59.98 ,$3.99 ,Becky Martin,Quebec,Quebec,Home Office,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Small Box,0.57,10/27/2011
6693,47621,7/11/2009,Critical,16,$230.74 ,8,Express Air,$27.23 ,$14.20 ,$5.30 ,David Kendrick,Quebec,Quebec,Home Office,Furniture,Office Furnishings,Coloredge Poster Frame,Wrap Bag,0.46,7/13/2009
6839,48706,10/30/2012,Low,28,$31.20 ,9,Regular Air,($2.81),$1.14 ,$0.70 ,Erica Hernandez,Quebec,Quebec,Small Business,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Wrap Bag,0.38,11/3/2012
6929,49443,1/23/2011,High,41,$396.15 ,5,Regular Air,($10.98),$9.85 ,$4.82 ,Nicole Brennan,Quebec,Quebec,Home Office,Office Supplies,Pens & Art Supplies,Lumber Crayons,Wrap Bag,0.47,1/24/2011
6972,49824,3/22/2011,High,33,"$1,900.23 ",1,Express Air,$440.20 ,$65.99 ,$5.31 ,Erica Hernandez,Quebec,Quebec,Small Business,Technology,Telephones and Communication,3390,Small Box,0.57,3/23/2011
7156,51047,4/10/2009,Medium,28,$65.70 ,2,Express Air,($83.54),$1.76 ,$4.86 ,Ellis Ballard,Quebec,Quebec,Corporate,Furniture,Office Furnishings,Regeneration Desk Collection,Small Box,0.41,4/11/2009
7157,51047,4/10/2009,Medium,38,"$1,685.07 ",3,Regular Air,($681.97),$41.47 ,$34.20 ,Ellis Ballard,Quebec,Quebec,Corporate,Furniture,Office Furnishings,Eldon Econocleat® Chair Mats for Low Pile Carpets,Wrap Bag,0.73,4/11/2009
7261,51783,11/11/2011,Medium,47,"$3,587.72 ",0,Delivery Truck,$54.23 ,$70.89 ,$89.30 ,Brian Stugart,Quebec,Quebec,Consumer,Furniture,Tables,KI Conference Tables,Jumbo Box,0.69,11/13/2011
7556,54053,2/14/2012,High,34,"$5,634.35 ",3,Regular Air,"$1,185.41 ",$200.99 ,$8.08 ,Alex Grayson,Quebec,Quebec,Consumer,Technology,Telephones and Communication,5125,Small Box,0.59,2/15/2012
7630,54592,6/12/2011,Low,34,$154.43 ,3,Regular Air,($133.77),$4.18 ,$6.92 ,Erica Hernandez,Quebec,Quebec,Small Business,Furniture,Office Furnishings,"Eldon® Image Series Desk Accessories, Burgundy",Small Box,0.49,6/14/2011
7741,55425,11/1/2011,Critical,8,"$2,302.36 ",5,Express Air,($114.68),$300.97 ,$7.18 ,Paul Knutson,Quebec,Quebec,Corporate,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,Small Box,0.48,11/3/2011
7767,55616,5/8/2011,High,24,$437.48 ,2,Regular Air,($42.23),$20.99 ,$1.25 ,Joni Wasserman,Quebec,Quebec,Consumer,Technology,Telephones and Communication,Accessory29,Small Pack,0.83,5/9/2011
7821,55909,5/19/2009,Low,2,$32.60 ,3,Regular Air,($20.57),$13.43 ,$5.50 ,Karen Ferguson,Quebec,Quebec,Home Office,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,5/26/2009
7825,55938,7/2/2012,Not Specified,42,$802.46 ,8,Express Air,$192.88 ,$19.98 ,$5.97 ,Mark Haberlin,Quebec,Quebec,Small Business,Office Supplies,Paper,Xerox 1936,Small Box,0.38,7/3/2012
7866,56260,8/15/2009,Not Specified,34,$223.76 ,3,Regular Air,($139.66),$6.48 ,$7.91 ,Julie Kriz,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 216,Small Box,0.37,8/16/2009
7946,56768,7/27/2011,Critical,13,"$1,207.02 ",3,Delivery Truck,$235.40 ,$90.97 ,$14.00 ,Giulietta Dortch,Quebec,Quebec,Corporate,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,0.36,7/28/2011
8156,58337,5/28/2009,Low,18,$106.45 ,3,Regular Air,($5.08),$5.85 ,$2.27 ,Rick Duston,Quebec,Quebec,Corporate,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",Wrap Bag,0.56,5/30/2009
8161,58343,1/9/2009,Not Specified,39,$121.87 ,7,Regular Air,$11.32 ,$3.29 ,$1.35 ,Yana Sorensen,Quebec,Quebec,Corporate,Office Supplies,Rubber Bands,Acco® Hot Clips™ Clips to Go,Wrap Bag,0.4,1/11/2009
8299,59270,1/11/2010,High,5,$647.27 ,8,Delivery Truck,($404.77),$122.99 ,$70.20 ,Deborah Brumfield,Quebec,Quebec,Small Business,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,1/11/2010
8342,59619,2/13/2010,Not Specified,35,$225.40 ,8,Regular Air,($165.48),$6.48 ,$8.40 ,Maureen Gastineau,Quebec,Quebec,Consumer,Office Supplies,Paper,Xerox 212,Small Box,0.37,2/15/2010
8358,59714,12/13/2010,Critical,26,"$9,225.65 ",3,Delivery Truck,"$1,656.46 ",$349.45 ,$60.00 ,Julia Barnett,Quebec,Quebec,Corporate,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,,12/15/2010
8366,59781,12/12/2012,Not Specified,18,"$1,837.94 ",2,Regular Air,"$1,249.43 ",$99.23 ,$8.99 ,Julia Barnett,Quebec,Quebec,Corporate,Furniture,Office Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Small Pack,0.35,12/14/2012
8368,59781,12/12/2012,Not Specified,28,"$24,391.16 ",4,Delivery Truck,"($9,611.91)",$880.98 ,$44.55 ,Julia Barnett,Quebec,Quebec,Corporate,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Jumbo Box,0.62,12/13/2012
14,70,12/17/2010,Low,48,$90.05 ,3,Regular Air,($107.00),$1.86 ,$2.58 ,Helen Wasserman,Quebec,Quebec,Home Office,Office Supplies,Rubber Bands,"Super Bands, 12/Pack",Wrap Bag,0.82,12/22/2010
15,70,12/17/2010,Low,46,"$7,804.53 ",5,Regular Air,"$2,057.17 ",$205.99 ,$5.99 ,Helen Wasserman,Quebec,Quebec,Home Office,Technology,Telephones and Communication,3285,Small Box,0.59,12/22/2010
25,135,10/20/2011,Not Specified,25,$125.85 ,9,Regular Air,($89.25),$4.98 ,$4.62 ,Anne Pryor,Quebec,Quebec,Consumer,Technology,Computer Peripherals,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.64,10/22/2011
27,193,8/7/2010,Critical,14,$174.89 ,6,Regular Air,($37.04),$12.44 ,$6.27 ,Justin Hirsh,Quebec,Quebec,Consumer,Office Supplies,Storage & Organization,Eldon Simplefile® Box Office®,Medium Box,0.57,8/9/2010
35,225,5/24/2011,Critical,24,$126.58 ,6,Regular Air,$18.27 ,$5.58 ,$0.70 ,Karen Ferguson,Quebec,Quebec,Home Office,Office Supplies,Pens & Art Supplies,Newell 314,Wrap Bag,0.6,5/25/2011
36,225,5/24/2011,Critical,1,$23.70 ,5,Regular Air,($8.97),$19.84 ,$4.10 ,Karen Ferguson,Quebec,Quebec,Home Office,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,Wrap Bag,0.44,5/26/2011
47,290,1/5/2009,Not Specified,24,$188.73 ,5,Regular Air,($32.48),$7.64 ,$5.83 ,Dorris Love,Quebec,Quebec,Home Office,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,1/6/2009
104,644,4/30/2012,Critical,5,"$1,679.58 ",1,Delivery Truck,($171.92),$320.98 ,$58.95 ,Bill Eplett,Quebec,Quebec,Corporate,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Jumbo Drum,0.57,5/1/2012
112,738,3/1/2010,Not Specified,7,$560.51 ,4,Regular Air,$32.60 ,$80.98 ,$4.50 ,Caroline Jumper,Quebec,Quebec,Corporate,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Small Box,0.59,3/3/2010
113,738,3/1/2010,Not Specified,31,$189.95 ,8,Regular Air,($56.68),$6.48 ,$5.14 ,Caroline Jumper,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 23,Small Box,0.37,3/2/2010
117,772,4/16/2010,High,35,$589.24 ,8,Regular Air,($38.35),$17.52 ,$8.17 ,Pamela Stobb,Quebec,Quebec,Consumer,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,Medium Box,0.5,4/18/2010
118,772,4/16/2010,High,25,$233.05 ,10,Regular Air,$86.93 ,$9.90 ,$1.39 ,Pamela Stobb,Quebec,Quebec,Consumer,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,Small Box,0.37,4/18/2010
181,1189,4/8/2009,Critical,27,$129.10 ,0,Regular Air,($59.82),$4.42 ,$4.99 ,Aaron Smayling,Quebec,Quebec,Small Business,Office Supplies,Envelopes,Grip Seal Envelopes,Small Box,0.38,4/9/2009
263,1825,12/4/2010,Medium,22,$38.26 ,3,Regular Air,($2.34),$1.76 ,$0.70 ,Aaron Smayling,Quebec,Quebec,Small Business,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.56,12/6/2010
355,2467,7/15/2011,Not Specified,30,"$4,147.47 ",9,Delivery Truck,$586.61 ,$145.45 ,$17.85 ,Caroline Jumper,Quebec,Quebec,Corporate,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.56,7/16/2011
446,3014,10/29/2012,Not Specified,13,"$4,002.14 ",2,Regular Air,"$1,314.39 ",$304.99 ,$19.99 ,Pamela Stobb,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Small Box,0.4,10/31/2012
450,3073,1/7/2009,Medium,3,$10.58 ,5,Regular Air,($11.58),$1.98 ,$4.77 ,Jasper Cacioppo,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Avery Reinforcements for Hole-Punch Pages,Small Box,0.4,1/8/2009
451,3073,1/7/2009,Medium,3,"$2,119.67 ",7,Express Air,"($2,314.74)",$699.99 ,$24.49 ,Jasper Cacioppo,Quebec,Quebec,Home Office,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Large Box,0.41,1/8/2009
452,3073,1/7/2009,Medium,7,"$45,923.76 ",7,Regular Air,$102.61 ,"$6,783.02 ",$24.49 ,Jasper Cacioppo,Quebec,Quebec,Home Office,Technology,Office Machines,Polycom ViewStation™ ISDN Videoconferencing Unit,Large Box,0.39,1/8/2009
464,3168,1/29/2012,Low,14,$80.60 ,4,Regular Air,($4.20),$5.28 ,$3.96 ,Jasper Cacioppo,Quebec,Quebec,Home Office,Furniture,Office Furnishings,"Master Big Foot® Doorstop, Beige",Wrap Bag,0.54,2/3/2012
469,3205,4/10/2012,Low,8,$136.61 ,1,Regular Air,$80.43 ,$15.68 ,$3.73 ,Alan Haines,Quebec,Quebec,Consumer,Furniture,Office Furnishings,Artistic Insta-Plaque,Small Pack,0.46,4/10/2012
470,3205,4/10/2012,Low,42,"$2,907.63 ",4,Express Air,$54.60 ,$71.37 ,$69.00 ,Alan Haines,Quebec,Quebec,Consumer,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Large Box,0.68,4/14/2012
520,3559,10/23/2012,Medium,34,$136.67 ,7,Express Air,($117.92),$3.81 ,$5.44 ,Logan Haushalter,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Small Box,0.36,10/24/2012
523,3586,12/4/2010,High,32,$383.57 ,6,Regular Air,$70.51 ,$12.58 ,$5.16 ,Lena Cacioppo,Quebec,Quebec,Home Office,Furniture,Office Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",Small Box,0.43,12/5/2010
524,3586,12/4/2010,High,31,$461.10 ,5,Regular Air,$116.96 ,$14.34 ,$5.00 ,Lena Cacioppo,Quebec,Quebec,Home Office,Furniture,Office Furnishings,Nu-Dell Leatherette Frames,Small Pack,0.49,12/6/2010
554,3750,4/29/2011,Medium,12,$76.16 ,4,Regular Air,($24.03),$5.98 ,$5.20 ,Aaron Smayling,Quebec,Quebec,Small Business,Office Supplies,Paper,Xerox 1992,Small Box,0.36,5/1/2011
556,3778,5/25/2010,Critical,34,$268.09 ,7,Regular Air,($63.76),$8.32 ,$2.38 ,Deirdre Greer,Quebec,Quebec,Home Office,Technology,Computer Peripherals,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Small Pack,0.74,5/27/2010
557,3778,5/25/2010,Critical,12,$557.03 ,4,Regular Air,$8.95 ,$45.19 ,$1.99 ,Deirdre Greer,Quebec,Quebec,Home Office,Technology,Computer Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Small Pack,0.55,5/26/2010
558,3778,5/25/2010,Critical,3,$26.53 ,5,Regular Air,($15.00),$6.68 ,$6.92 ,Deirdre Greer,Quebec,Quebec,Home Office,Office Supplies,Paper,Xerox 1898,Small Box,0.37,5/26/2010
559,3778,5/25/2010,Critical,34,"$5,133.92 ",2,Regular Air,"$1,313.95 ",$175.99 ,$4.99 ,Deirdre Greer,Quebec,Quebec,Home Office,Technology,Telephones and Communication,5165,Small Box,0.59,5/26/2010
566,3841,10/4/2009,Not Specified,19,"$1,184.45 ",2,Regular Air,($552.10),$60.98 ,$49.00 ,John Stevenson,Quebec,Quebec,Small Business,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Large Box,0.59,10/6/2009
567,3841,10/4/2009,Not Specified,20,"$25,409.63 ",2,Regular Air,"$11,535.28 ","$1,270.99 ",$19.99 ,John Stevenson,Quebec,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Small Box,0.35,10/6/2009
568,3841,10/4/2009,Not Specified,43,"$7,308.28 ",5,Express Air,"$1,680.23 ",$205.99 ,$8.99 ,John Stevenson,Quebec,Quebec,Small Business,Technology,Telephones and Communication,StarTAC 8000,Small Box,0.6,10/6/2009
584,4004,5/6/2010,Medium,14,$63.52 ,10,Regular Air,$8.66 ,$4.84 ,$0.71 ,Sheri Gordon,Quebec,Quebec,Corporate,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52,5/9/2010
585,4004,5/6/2010,Medium,44,"$1,512.25 ",5,Regular Air,$195.48 ,$34.58 ,$8.99 ,Sheri Gordon,Quebec,Quebec,Corporate,Office Supplies,Pens & Art Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Small Pack,0.56,5/7/2010
599,4096,7/2/2012,Not Specified,21,$128.28 ,4,Regular Air,$53.58 ,$6.30 ,$0.50 ,Bill Eplett,Quebec,Quebec,Corporate,Office Supplies,Labels,Avery 51,Small Box,0.39,7/3/2012
682,4769,4/13/2011,Not Specified,41,$117.40 ,1,Regular Air,$48.63 ,$2.88 ,$0.50 ,Ben Wallace,Quebec,Quebec,Home Office,Office Supplies,Labels,Avery 49,Small Box,0.36,4/14/2011
688,4800,1/5/2012,Low,4,$41.94 ,5,Regular Air,($26.17),$8.04 ,$8.94 ,Max Engle,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4,1/12/2012
689,4800,1/5/2012,Low,17,$89.25 ,1,Regular Air,$40.88 ,$4.91 ,$0.50 ,Max Engle,Quebec,Quebec,Corporate,Office Supplies,Labels,Avery 493,Small Box,0.36,1/12/2012
690,4800,1/5/2012,Low,7,$79.81 ,7,Regular Air,($4.28),$11.55 ,$2.36 ,Max Engle,Quebec,Quebec,Corporate,Office Supplies,Pens & Art Supplies,Newell 309,Wrap Bag,0.55,1/10/2012
778,5543,9/24/2010,Medium,15,$703.54 ,4,Regular Air,$138.46 ,$48.58 ,$3.99 ,Fred Chung,Quebec,Quebec,Corporate,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,Small Box,0.56,9/26/2010
779,5543,9/24/2010,Medium,6,$65.93 ,4,Regular Air,$11.06 ,$10.31 ,$1.79 ,Fred Chung,Quebec,Quebec,Corporate,Office Supplies,Paper,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Wrap Bag,0.38,9/27/2010
780,5543,9/24/2010,Medium,27,$67.30 ,2,Regular Air,($115.38),$2.18 ,$5.00 ,Fred Chung,Quebec,Quebec,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",*Staples* Letter Opener,Wrap Bag,0.81,9/26/2010
789,5636,2/15/2011,Medium,23,$138.17 ,0,Regular Air,($1.09),$5.85 ,$2.27 ,Dennis Kane,Quebec,Quebec,Small Business,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",Wrap Bag,0.56,2/17/2011
843,6050,3/28/2010,Low,3,$261.94 ,6,Delivery Truck,($219.78),$80.97 ,$33.60 ,Phillip Flathmann,Quebec,Quebec,Small Business,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Jumbo Drum,0.37,4/4/2010
844,6050,3/28/2010,Low,47,"$9,574.82 ",8,Regular Air,($505.98),$209.37 ,$69.00 ,Phillip Flathmann,Quebec,Quebec,Small Business,Furniture,Tables,Hon 2111 Invitation™ Series Corner Table,Large Box,0.79,4/2/2010
857,6148,12/24/2011,Medium,50,$510.56 ,5,Regular Air,($29.40),$10.64 ,$5.16 ,Mathew Reese,Quebec,Quebec,Small Business,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Small Box,0.57,12/25/2011
858,6148,12/24/2011,Medium,18,$389.52 ,5,Express Air,$116.37 ,$20.28 ,$6.68 ,Mathew Reese,Quebec,Quebec,Small Business,Furniture,Office Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",Small Box,0.53,12/25/2011
930,6727,8/29/2009,Low,12,$33.43 ,6,Regular Air,$8.47 ,$2.89 ,$0.50 ,Stuart Van,Quebec,Quebec,Consumer,Office Supplies,Labels,Avery 498,Small Box,0.38,8/29/2009
979,7079,2/8/2010,Medium,44,"$12,296.49 ",1,Delivery Truck,($416.70),$280.98 ,$57.00 ,Brenda Bowman,Quebec,Quebec,Small Business,Furniture,Chairs & Chairmats,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Jumbo Drum,0.78,2/9/2010
980,7079,2/8/2010,Medium,18,$128.13 ,3,Regular Air,($34.91),$6.48 ,$5.94 ,Brenda Bowman,Quebec,Quebec,Small Business,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Small Box,0.37,2/10/2010
1005,7301,12/28/2010,Low,17,$959.09 ,6,Regular Air,$124.99 ,$65.99 ,$2.50 ,Logan Haushalter,Quebec,Quebec,Corporate,Technology,Telephones and Communication,6000,Small Box,0.55,1/14/2011
1041,7623,10/28/2009,Critical,18,"$5,459.32 ",3,Regular Air,"$1,603.12 ",$300.65 ,$24.49 ,Sheri Gordon,Quebec,Quebec,Corporate,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Large Box,0.52,10/30/2009
1042,7623,10/28/2009,Critical,37,"$1,793.42 ",6,Regular Air,$21.50 ,$49.99 ,$19.99 ,Sheri Gordon,Quebec,Quebec,Corporate,Technology,Computer Peripherals,US Robotics 56K V.92 Internal PCI Faxmodem,Small Box,0.45,10/30/2009
1043,7623,10/28/2009,Critical,32,"$3,080.07 ",10,Regular Air,"$1,480.15 ",$104.85 ,$4.65 ,Sheri Gordon,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 1941,Small Box,0.37,10/29/2009
1084,8000,9/19/2010,Low,10,$149.25 ,8,Regular Air,($26.81),$15.01 ,$8.40 ,John Stevenson,Quebec,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Small Box,0.39,9/21/2010
1085,8000,9/19/2010,Low,1,$10.14 ,4,Regular Air,($7.61),$4.82 ,$5.24 ,John Stevenson,Quebec,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Small Box,0.39,9/21/2010
1097,8039,8/23/2012,Medium,37,"$1,199.70 ",1,Regular Air,$3.22 ,$30.98 ,$19.51 ,Phillip Flathmann,Quebec,Quebec,Small Business,Office Supplies,Envelopes,Staples Colored Interoffice Envelopes,Small Box,0.36,8/24/2012
1112,8162,10/7/2009,Medium,25,$670.39 ,3,Regular Air,($82.26),$27.48 ,$4.00 ,Mathew Reese,Quebec,Quebec,Small Business,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box,0.75,10/8/2009
1113,8162,10/7/2009,Medium,32,"$5,618.40 ",10,Regular Air,"$1,314.12 ",$179.99 ,$19.99 ,Mathew Reese,Quebec,Quebec,Small Business,Technology,Computer Peripherals,Motorola SB4200 Cable Modem,Small Box,0.48,10/8/2009
1114,8162,10/7/2009,Medium,42,"$5,450.60 ",10,Regular Air,$10.86 ,$140.85 ,$19.99 ,Mathew Reese,Quebec,Quebec,Small Business,Office Supplies,Storage & Organization,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Small Box,0.73,10/9/2009
1211,8870,3/5/2010,Not Specified,15,$441.58 ,7,Regular Air,$117.39 ,$30.98 ,$5.09 ,Mathew Reese,Quebec,Quebec,Small Business,Office Supplies,Paper,Xerox 19,Small Box,0.4,3/6/2010
1275,9253,1/30/2012,Critical,36,"$1,644.22 ",5,Regular Air,$563.09 ,$46.94 ,$6.77 ,Daniel Lacy,Quebec,Quebec,Small Business,Furniture,Office Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Small Box,0.44,2/1/2012
1490,10722,1/19/2011,Not Specified,8,$40.26 ,1,Regular Air,($27.44),$4.28 ,$5.68 ,Dorris Love,Quebec,Quebec,Home Office,Office Supplies,Paper,Xerox 199,Small Box,0.4,1/21/2011
1595,11527,7/2/2009,Medium,45,"$4,629.67 ",4,Regular Air,"$2,860.71 ",$99.23 ,$8.99 ,Ben Wallace,Quebec,Quebec,Home Office,Furniture,Office Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Small Pack,0.35,7/4/2009
1613,11683,2/7/2012,Not Specified,28,"$1,650.41 ",3,Regular Air,$335.08 ,$65.99 ,$5.99 ,Fred Chung,Quebec,Quebec,Corporate,Technology,Telephones and Communication,i1000,Small Box,0.58,2/7/2012
1730,12448,11/8/2011,Critical,33,$240.27 ,7,Regular Air,($269.80),$7.38 ,$11.51 ,Dennis Kane,Quebec,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,GBC Plastic Binding Combs,Small Box,0.36,11/11/2011
1731,12448,11/8/2011,Critical,24,"$6,802.37 ",8,Delivery Truck,$459.50 ,$284.98 ,$69.55 ,Dennis Kane,Quebec,Quebec,Small Business,Furniture,Chairs & Chairmats,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Jumbo Drum,0.6,11/9/2011
1816,13028,4/8/2009,Critical,39,"$1,357.53 ",5,Regular Air,$562.92 ,$35.44 ,$5.09 ,Stuart Van,Quebec,Quebec,Consumer,Office Supplies,Paper,Xerox 1932,Small Box,0.38,4/9/2009
1835,13156,10/5/2011,Low,12,$502.01 ,4,Regular Air,$159.73 ,$39.98 ,$9.20 ,Jennifer Ferguson,Quebec,Quebec,Corporate,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Wrap Bag,0.65,10/10/2011
1840,13252,3/22/2009,Not Specified,44,"$7,312.86 ",3,Delivery Truck,"$1,279.37 ",$160.98 ,$30.00 ,Pamela Stobb,Quebec,Quebec,Consumer,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,3/25/2009
